site_id,ri_type,timestamp,operational_status,maintenance_flag,scheduled_maintenance,node_availability,link_availability,stability_score,packet_loss,network_jitter,network_utilization,available_bandwidth,cpu_util_avg,gpu_util_avg,free_cpu_capacity,free_gpu_capacity,queue_length,remaining_jobs,provisioning_delay_s,load_index,energy_consumed,pue_estimate,carbon_intensity,energy_per_task_proxy,update_frequency,data_confidence,coverage_ratio,stale_flag
site_ad3433ffac,iot,2025-11-20T09:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5413,5.7321,71.6506,300.2405,81.5558,,35014.5523,,3,6,165.0,0.8756,2265251.3491,1.1705,194.641,1238603.5819,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T10:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.55,5.9319,74.1481,262.7778,84.5622,,29307.2137,,3,7,165.0,0.9056,2349795.4098,1.171,198.637,1284262.2906,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T11:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5585,6.0,75.0,250.0,85.7541,,27044.3633,,3,7,165.0,0.9175,2383955.4053,1.1715,200.0,1302365.0934,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T12:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5668,5.9319,74.1481,262.7778,85.0675,,28347.9056,,3,7,165.0,0.9107,2365877.4105,1.172,198.637,1291936.7553,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T13:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.575,5.7321,71.6506,300.2405,82.5657,,33097.2778,,3,6,165.0,0.8857,2297260.5227,1.1725,194.641,1253941.7778,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T14:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.583,5.4142,67.6777,359.835,78.4357,,40937.7107,,2,6,120.0,0.8244,2183243.4872,1.173,188.2843,1191218.3146,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T15:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5908,5.0,62.5,437.5,72.9749,,51304.449,,2,6,120.0,0.7697,2032056.434,1.1734,180.0,1108284.4079,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T16:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5985,4.5176,56.4705,527.9429,66.5712,,63461.2811,,1,5,75.0,0.6857,1854461.2625,1.1739,170.3528,1011029.751,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T17:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6059,4.0,50.0,625.0,59.6762,,76550.7522,,0,4,30.0,0.5968,1663018.6756,1.1744,160.0,906313.9824,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T18:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6131,3.4824,43.5295,722.0571,52.7746,,89652.6389,,0,4,30.0,0.5277,1471231.7499,1.1748,149.6472,801498.8887,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T19:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.62,3.0,37.5,812.5,46.3513,,101846.7006,,0,3,30.0,0.4635,1292624.4187,1.1752,140.0,703946.3955,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T20:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6268,2.5858,32.3223,890.165,40.8579,,112275.4303,,0,3,30.0,0.4086,1139817.753,1.1756,131.7157,620516.5579,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T21:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6333,2.2679,28.3494,949.7595,36.6822,,120202.5297,,0,3,30.0,0.3668,1023667.1387,1.176,125.359,557099.7626,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T22:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6395,2.0681,25.8519,987.2222,34.1218,,125063.1223,,0,2,30.0,0.3412,952519.3519,1.1764,121.363,518215.0217,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-20T23:00:00+00:00,DOWN,true,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",0.0,0.0,0.0,0.6455,2.0,25.0,1000.0,100.0,,0.0,,0,0,0.0,1.0,2792374.2916,1.1767,120.0,1518720.0,3600,0.5,0.0,false
site_ad3433ffac,iot,2025-11-21T00:00:00+00:00,DOWN,true,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",0.0,0.0,0.0,0.6511,2.0681,25.8519,987.2222,100.0,,0.0,,0,0,0.0,1.0,2793184.658,1.1771,121.363,1518720.0,3600,0.5,0.0,false
site_ad3433ffac,iot,2025-11-21T01:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6566,2.2679,28.3494,949.7595,37.3811,,118875.7346,,0,3,30.0,0.3738,1044410.8831,1.1774,125.359,567714.1235,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T02:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6617,2.5858,32.3223,890.165,41.905,,110287.5575,,0,3,30.0,0.419,1171112.2528,1.1777,131.7157,636419.5402,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T03:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6665,3.0,37.5,812.5,47.7452,,99200.5303,,0,3,30.0,0.4775,1334655.2931,1.178,140.0,725115.7576,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T04:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.671,3.4824,43.5295,722.0571,54.5133,,86351.8721,,0,4,30.0,0.5451,1524201.2589,1.1783,149.6472,827905.0232,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T05:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6752,4.0,50.0,625.0,61.7573,,72600.0053,,0,5,30.0,0.6176,1727112.9707,1.1785,160.0,937919.9579,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T06:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6791,4.5176,56.4705,527.9429,68.9917,,58866.0795,,1,5,75.0,0.7099,1929816.2953,1.1787,170.3528,1047791.3637,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T07:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6827,5.0,62.5,437.5,75.7316,,46071.2196,,2,6,120.0,0.7973,2118726.0995,1.179,180.0,1150150.2435,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T08:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.686,5.4142,67.6777,359.835,81.5246,,35073.7725,,3,6,165.0,0.8752,2281173.4243,1.1792,188.2843,1238129.8198,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T09:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6889,5.7321,71.6506,300.2405,85.9825,,26610.8322,,3,7,165.0,0.9198,2406270.5105,1.1793,194.641,1305833.3427,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T10:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6915,5.9319,74.1481,262.7778,88.8074,,21248.0244,,4,7,210.0,0.9681,2485654.5216,1.1795,198.637,1348735.8048,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T11:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6937,6.0,75.0,250.0,89.812,,19340.9764,,4,7,210.0,0.9781,2514059.0796,1.1796,200.0,1363992.1889,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T12:00:00+00:00,DEGRADED,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",0.8333,0.875,0.78,3.6956,25.9319,74.1481,262.7778,88.9322,,21011.0949,,6,7,420.0,1.0,2489674.4851,1.1797,198.637,1350631.2411,3600,0.75,0.8333,false
site_ad3433ffac,iot,2025-11-21T13:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6972,5.7321,71.6506,300.2405,86.2319,,26137.3045,,3,7,165.0,0.9223,2414271.9297,1.1798,194.641,1309621.5643,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T14:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6984,5.4142,67.6777,359.835,81.8983,,34364.3089,,3,6,165.0,0.879,2293083.1435,1.1799,188.2843,1243805.5285,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T15:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6993,5.0,62.5,437.5,76.229,,45126.8123,,2,6,120.0,0.8023,2134443.6467,1.18,180.0,1157705.5013,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T16:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6998,4.5176,56.4705,527.9429,69.6123,,57688.0495,,1,5,75.0,0.7161,1949223.9424,1.18,170.3528,1057215.604,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T17:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.7,4.0,50.0,625.0,62.5,,71190.0,,0,5,30.0,0.625,1750087.5,1.18,160.0,949200.0,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T18:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6998,3.4824,43.5295,722.0571,55.3772,,84711.8636,,0,4,30.0,0.5538,1550626.2272,1.18,149.6472,841025.0909,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T19:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6993,3.0,37.5,812.5,48.729,,97332.8123,,0,4,30.0,0.4873,1364432.5176,1.18,140.0,740057.5013,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T20:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6984,2.5858,32.3223,890.165,43.0074,,108194.7422,,0,3,30.0,0.4301,1204171.2964,1.1799,131.7157,653162.0626,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T21:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6972,2.2679,28.3494,949.7595,38.6005,,116560.7489,,0,3,30.0,0.386,1080715.4905,1.1798,125.359,586234.0086,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T22:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6956,2.0681,25.8519,987.2222,35.8063,,121865.3422,,0,2,30.0,0.3581,1002404.0073,1.1797,121.363,543797.2621,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-21T23:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6937,2.0,25.0,1000.0,34.812,,123752.9764,,0,2,30.0,0.3481,974472.9221,1.1796,120.0,528696.1889,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T00:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6915,2.0681,25.8519,987.2222,35.6815,,122102.2718,,0,2,30.0,0.3568,998698.7213,1.1795,121.363,541901.8258,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T01:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6889,2.2679,28.3494,949.7595,38.3511,,117034.2766,,0,3,30.0,0.3835,1073277.941,1.1793,125.359,582445.787,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T02:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.686,2.5858,32.3223,890.165,42.6337,,108904.2058,,0,3,30.0,0.4263,1192951.3687,1.1792,131.7157,647486.3539,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T03:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6827,3.0,37.5,812.5,48.2316,,98277.2196,,0,4,30.0,0.4823,1349364.2504,1.179,140.0,732502.2435,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T04:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6791,3.4824,43.5295,722.0571,54.7567,,85889.8937,,0,4,30.0,0.5476,1531637.8129,1.1787,149.6472,831600.8506,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T05:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6752,4.0,50.0,625.0,61.7573,,72600.0053,,0,5,30.0,0.6176,1727112.9707,1.1785,160.0,937919.9579,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T06:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.671,4.5176,56.4705,527.9429,68.7484,,59328.058,,1,5,75.0,0.7075,1922215.3342,1.1783,170.3528,1044095.5363,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T07:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6665,5.0,62.5,437.5,75.2452,,46994.5303,,2,6,120.0,0.7925,2103382.366,1.178,180.0,1142763.7576,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T08:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6617,5.4142,67.6777,359.835,80.7959,,36457.1242,,3,6,165.0,0.868,2257989.3145,1.1777,188.2843,1227063.0061,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T09:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6566,5.7321,71.6506,300.2405,85.0125,,28452.2901,,3,7,165.0,0.9101,2375210.6723,1.1774,194.641,1291101.6792,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T10:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6511,5.9319,74.1481,262.7778,87.5974,,23545.0131,,4,7,210.0,0.956,2446758.3546,1.1771,198.637,1330359.895,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T11:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6455,6.0,75.0,250.0,88.3637,,22090.2834,,4,7,210.0,0.9636,2467446.2505,1.1767,200.0,1341997.7332,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T12:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6395,5.9319,74.1481,262.7778,87.2477,,24208.8749,,4,7,210.0,0.9525,2435542.7045,1.1764,198.637,1325049.0007,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T13:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6333,5.7321,71.6506,300.2405,84.3136,,29779.0852,,3,7,165.0,0.9031,2352887.0002,1.176,194.641,1280487.3182,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T14:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6268,5.4142,67.6777,359.835,79.7487,,38444.997,,3,6,165.0,0.8575,2224762.062,1.1756,188.2843,1211160.0238,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T15:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.62,5.0,62.5,437.5,73.8513,,49640.7006,,2,6,120.0,0.7785,2059532.2496,1.1752,180.0,1121594.3955,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T16:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6131,4.5176,56.4705,527.9429,67.0097,,62628.8248,,1,5,75.0,0.6901,1868071.1608,1.1748,170.3528,1017689.4018,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T17:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.6059,4.0,50.0,625.0,59.6762,,76550.7522,,0,4,30.0,0.5968,1663018.6756,1.1744,160.0,906313.9824,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T18:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5985,3.4824,43.5295,722.0571,52.3361,,90485.0953,,0,4,30.0,0.5234,1457918.1029,1.1739,149.6472,794839.2379,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T19:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5908,3.0,37.5,812.5,45.4749,,103510.449,,0,3,30.0,0.4547,1266292.4302,1.1734,140.0,690636.4079,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T20:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.583,2.5858,32.3223,890.165,39.5448,,114768.1439,,0,3,30.0,0.3954,1100722.7734,1.173,131.7157,600574.8487,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T21:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.575,2.2679,28.3494,949.7595,34.9343,,123520.7222,,0,2,30.0,0.3493,971991.9148,1.1725,125.359,530554.2222,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T22:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5668,2.0681,25.8519,987.2222,31.9416,,129202.153,,0,2,30.0,0.3194,888351.3032,1.172,121.363,485102.7763,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-22T23:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5585,2.0,25.0,1000.0,30.7541,,131456.3633,,0,2,30.0,0.3075,854961.4049,1.1715,120.0,467069.0934,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T00:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.55,2.0681,25.8519,987.2222,31.4362,,130161.461,,0,2,30.0,0.3144,873543.4057,1.171,121.363,477428.3116,3600,0.92,1.0,false
site_ad3433ffac,iot,2025-11-23T01:00:00+00:00,DEGRADED,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",0.8333,0.875,0.78,3.5413,22.2679,28.3494,949.7595,33.9244,,125437.9967,,0,2,150.0,0.3392,942265.8028,1.1705,125.359,515216.0262,3600,0.75,0.8333,false
site_ad3433ffac,iot,2025-11-23T02:00:00+00:00,UP,false,"{""start"": ""2025-11-20T23:00:00+00:00"", ""end"": ""2025-11-21T01:00:00+00:00""}",1.0,1.0,0.98,0.5326,2.5858,32.3223,890.165,38.0317,,117640.7033,,0,3,30.0,0.3803,1055873.3669,1.17,131.7157,577594.3733,3600,0.92,1.0,false
